stationID,x,y
mi200446,-85.85,43.90
mi200552,-85.23,42.30
mi200710,-86.43,42.13
mi200718,-89.55,46.58
mi200779,-85.48,43.70
mi200864,-85.95,42.38
mi201176,-85.42,44.28
mi201299,-83.40,43.48
mi201476,-84.83,42.52
mi201492,-84.50,45.63
mi201675,-85.00,41.95
mi201896,-85.03,45.65
mi202015,-83.23,42.30
mi202094,-83.92,46.02
mi202250,-86.12,41.98
mi202381,-85.12,45.17
mi202423,-83.48,44.28
mi202445,-86.25,42.02
mi202846,-83.73,42.97
mi202984,-86.25,44.63
mi203096,-84.68,45.03
mi203170,-84.48,43.98
mi203391,-84.78,44.63
mi203429,-85.25,43.18
mi203477,-82.90,42.38
mi203504,-85.38,42.40
mi203529,-83.68,44.45
mi203585,-82.68,43.87
mi203632,-86.37,43.70
mi203661,-85.28,42.65
mi203769,-86.03,43.57
mi203823,-84.63,41.92
mi203858,-86.12,42.78
mi203932,-84.73,44.27
mi204078,-85.08,42.97
mi204090,-88.07,45.83
mi204104,-90.18,46.45
mi204150,-84.47,42.27
mi204502,-85.20,44.30
mi204641,-84.60,42.78
mi204655,-83.28,43.03
mi204967,-84.03,44.42
mi205065,-86.30,44.22
mi205073,-86.25,45.97
mi205178,-87.40,46.57
mi205452,-83.68,42.57
mi205567,-86.37,43.42
mi205712,-86.23,43.17
mi206184,-84.23,45.42
mi206300,-84.18,43.02
mi206438,-84.80,45.55
mi206507,-84.97,45.37
mi206680,-82.45,42.95
mi207227,-84.08,43.53
mi207277,-85.50,45.75
mi207280,-84.57,43.05
mi207366,-84.37,46.47
mi207812,-88.62,46.07
mi207820,-83.97,43.95
mi208184,-85.63,41.95
mi208251,-85.58,44.73
mi208417,-84.45,45.17
mi208800,-84.28,44.33
mn210018,-96.52,47.30
mn210075,-93.37,43.65
mn210112,-95.38,45.87
mn210252,-96.78,48.33
mn210287,-96.13,45.37
mn210667,-95.60,45.32
mn210746,-93.80,48.20
mn210939,-94.20,46.37
mn211107,-93.88,45.17
mn211198,-91.50,43.63
mn211263,-96.28,44.72
mn211374,-94.63,47.38
mn211630,-92.50,46.68
mn211691,-94.40,45.58
mn211891,-96.60,47.80
mn212142,-95.85,46.82
mn212248,-92.18,46.83
mn212698,-94.47,43.63
mn212721,-93.28,44.30
mn213174,-95.40,45.65
mn213282,-90.33,47.75
mn213290,-92.57,43.70
mn213303,-93.50,47.23
mn213411,-94.35,46.42
mn213730,-92.85,47.38
mn214026,-93.38,48.57
mn214106,-95.20,47.22
mn214176,-93.62,44.65
mn214652,-94.22,47.25
mn214778,-94.50,45.13
mn214793,-94.35,45.97
mn214861,-94.85,45.98
mn215392,-93.65,45.75
mn215400,-95.93,45.12
mn215435,-93.22,44.88
mn215563,-95.72,44.95
mn215598,-92.75,46.45
mn215615,-93.30,45.88
mn215638,-95.92,45.58
mn216276,-95.57,46.42
mn216360,-95.05,46.90
mn216547,-94.12,46.68
mn216565,-96.30,44.00
mn216612,-93.58,47.25
mn216654,-92.08,43.67
mn216787,-96.27,47.88
mn216835,-95.12,44.53
mn217004,-92.45,44.00
mn217107,-93.12,44.70
mn217149,-96.27,46.48
mn217294,-94.18,45.58
mn217326,-94.60,43.98
mn217405,-93.97,44.32
mn217460,-93.32,46.80
mn217907,-94.97,44.23
mn218311,-92.28,47.80
mn218323,-95.62,44.23
mn218419,-91.68,47.02
mn218579,-95.13,46.43
mn218679,-95.32,48.92
mn218692,-93.52,44.07
mn218907,-96.48,45.80
mn219033,-95.12,43.87
mn219046,-94.17,43.77
mn219249,-92.67,44.30
mo230204,-94.08,38.22
mo230608,-94.03,40.25
mo230789,-93.42,37.62
mo230980,-93.08,39.78
mo231037,-93.13,39.43
mo231145,-94.33,38.27
mo231275,-91.52,40.15
mo231340,-93.50,39.37
mo231383,-93.87,36.68
mo231674,-90.78,37.13
mo231711,-93.77,38.37
mo231822,-94.68,40.25
mo232289,-90.83,36.62
mo232302,-92.22,36.77
mo232503,-92.58,38.35
mo232511,-94.02,37.87
mo232591,-90.78,39.15
mo232809,-90.43,37.78
mo233038,-90.28,37.55
mo233079,-92.00,38.80
mo233094,-93.47,36.80
mo233601,-91.33,39.68
mo234226,-89.67,37.38
mo234271,-92.20,38.58
mo234315,-94.50,37.17
mo234417,-90.07,36.22
mo234544,-92.57,40.20
mo234694,-92.62,38.20
mo234705,-94.27,37.50
mo234825,-92.68,37.65
mo234919,-91.87,37.48
mo235027,-93.95,37.38
mo235227,-92.58,37.10
mo235253,-89.97,37.30
mo235307,-92.90,37.33
mo235340,-94.87,40.35
mo235541,-91.88,39.17
mo235671,-92.42,39.47
mo235834,-92.27,37.15
mo235976,-94.37,36.87
mo235987,-94.35,37.83
mo236460,-93.12,36.67
mo236791,-90.40,36.75
mo236866,-93.60,40.40
mo237263,-91.77,37.95
mo237455,-90.38,38.75
mo237506,-91.55,37.63
mo237514,-92.80,39.43
mo237578,-91.25,39.63
mo237632,-93.25,38.70
mo237976,-93.38,37.23
mo238051,-91.88,39.97
mo238184,-91.67,37.18
mo238223,-93.42,38.97
mo238515,-91.00,38.45
mo238577,-91.50,39.30
mo238603,-92.85,38.43
mo238700,-90.28,36.92
mo238777,-92.18,37.83
mo238880,-91.85,36.73
ms220021,-88.55,33.83
ms220488,-89.95,34.32
ms220660,-90.48,33.18
ms220955,-88.57,34.65
ms221094,-90.43,31.57
ms221314,-89.33,33.87
ms221707,-90.57,34.20
ms221852,-89.57,31.63
ms221865,-89.83,31.25
ms221962,-88.52,34.95
ms222385,-89.90,31.98
ms222896,-89.27,33.55
ms223208,-88.40,34.27
ms223605,-91.05,33.40
ms223627,-90.18,33.50
ms223645,-89.83,33.80
ms223887,-89.27,31.35
ms223975,-90.00,34.83
ms224001,-89.20,34.62
ms224173,-89.43,34.82
ms224776,-89.57,33.07
ms224939,-89.13,31.70
ms225247,-89.05,33.12
ms225614,-90.47,31.27
ms225776,-88.75,32.33
ms225987,-90.10,31.55
ms226009,-90.50,33.45
ms226177,-91.40,31.57
ms226308,-89.08,32.33
ms226476,-90.52,32.20
ms226718,-88.55,30.37
ms226894,-89.13,32.77
ms227111,-89.00,34.15
ms227128,-89.55,30.85
ms227132,-90.98,31.95
ms227560,-90.87,32.92
ms227840,-89.05,30.63
ms228374,-88.78,33.45
ms228445,-90.92,33.42
ms228998,-90.38,34.68
ms229079,-89.53,34.37
ms229400,-89.63,34.17
ms229439,-88.62,31.68
ms229743,-89.70,33.48
mt240364,-112.38,47.48
mt240622,-111.15,45.78
mt240755,-114.03,47.88
mt240770,-110.12,48.17
mt240780,-109.95,45.83
mt240802,-108.55,45.77
mt240807,-108.53,45.80
mt241008,-112.10,46.23
mt241044,-111.05,45.67
mt241084,-106.22,45.82
mt241088,-105.30,48.52
mt241102,-108.90,45.30
mt241127,-105.40,45.43
mt241297,-106.95,45.53
mt241318,-112.50,45.95
mt241518,-104.28,46.77
mt241552,-111.72,47.22
mt241692,-110.95,48.50
mt241722,-109.20,48.58
mt241737,-112.17,47.82
mt241758,-105.58,47.43
mt241875,-106.62,47.07
mt241905,-106.60,45.88
mt241938,-109.25,45.63
mt241974,-111.97,48.17
mt241984,-107.58,48.02
mt242104,-114.13,48.18
mt242122,-104.52,48.15
mt242173,-112.37,48.60
mt242301,-112.82,48.98
mt242347,-109.95,47.32
mt242409,-112.63,45.20
mt242421,-112.78,45.77
mt242689,-104.53,45.88
mt242793,-111.72,45.35
mt242857,-111.98,47.62
mt243013,-108.32,46.85
mt243110,-109.80,48.50
mt243113,-110.67,47.82
mt243176,-106.40,48.02
mt243489,-112.77,47.60
mt243558,-106.62,48.22
mt243581,-104.72,47.10
mt243617,-111.40,48.98
mt243727,-108.80,47.02
mt243751,-111.37,47.48
mt243885,-114.15,46.25
mt243915,-107.60,45.75
mt243939,-109.83,46.43
mt243996,-109.77,48.55
mt244038,-111.33,44.87
mt244055,-112.00,46.60
mt244084,-115.95,48.07
mt244241,-112.02,47.00
mt244328,-114.05,48.38
mt244345,-108.25,45.92
mt244358,-107.22,46.30
mt244364,-107.10,46.02
mt244386,-107.22,46.70
mt244506,-108.97,45.48
mt244512,-110.77,48.65
mt244522,-106.90,47.32
mt244558,-114.27,48.30
mt244820,-111.80,44.60
mt244985,-109.45,47.07
mt245015,-115.53,48.40
mt245020,-115.25,48.02
mt245030,-112.58,44.65
mt245086,-110.53,45.67
mt245153,-110.50,47.93
mt245572,-104.45,48.48
mt245596,-107.87,46.60
mt245690,-105.87,46.43
mt245745,-114.08,46.92
mt245754,-105.30,46.25
mt245761,-109.95,47.05
mt245961,-109.75,45.23
mt246157,-111.63,45.48
mt246238,-106.32,48.68
mt246601,-104.50,46.42
mt246635,-114.17,47.68
mt246640,-114.25,47.68
mt246862,-109.25,45.92
mt246893,-104.58,49.00
mt246918,-109.25,45.18
mt247034,-104.43,45.50
mt247136,-106.23,46.82
mt247214,-108.57,46.47
mt247263,-109.38,46.53
mt247382,-104.35,47.45
mt247448,-113.52,47.22
mt247560,-104.13,47.72
mt247620,-110.27,48.98
mt247894,-114.10,46.52
mt248021,-111.77,47.47
mt248043,-114.87,47.18
mt248169,-105.60,47.13
mt248233,-111.08,48.32
mt248324,-111.52,46.32
mt248363,-111.48,45.95
mt248380,-115.62,47.87
mt248430,-112.33,45.53
mt248501,-112.25,48.32
mt248569,-105.48,47.85
mt248597,-111.93,45.30
mt248777,-104.05,48.87
mt248809,-113.98,48.50
mt248957,-104.15,46.98
mt249033,-109.38,47.55
mt249067,-113.45,45.62
mt249240,-107.92,45.32
nc310090,-80.20,35.35
nc310241,-77.98,36.28
nc310286,-79.78,35.70
nc310301,-82.53,35.60
nc310506,-81.87,36.15
nc310724,-82.60,35.50
nc311055,-82.73,35.23
nc311239,-79.43,36.08
nc311458,-75.55,35.27
nc311606,-76.30,34.98
nc311624,-82.18,35.83
nc311677,-79.07,35.92
nc311690,-80.93,35.23
nc311820,-78.50,35.65
nc311975,-80.58,35.42
nc312102,-83.43,35.07
nc312200,-83.18,35.32
nc312238,-80.20,36.42
nc312635,-76.62,36.05
nc312719,-76.22,36.30
nc312732,-78.58,34.63
nc313017,-78.85,35.05
nc313228,-83.38,35.18
nc313356,-81.18,35.27
nc313565,-81.82,36.10
nc313630,-79.95,36.08
nc313638,-77.37,35.62
nc313784,-79.62,34.93
nc313969,-78.43,36.32
nc313976,-82.47,35.33
nc314020,-81.38,35.73
nc314055,-83.20,35.03
nc314063,-80.00,35.95
nc314456,-77.42,36.40
nc314464,-79.73,35.22
nc314496,-81.48,36.42
nc314684,-77.58,35.27
nc314860,-79.45,34.78
nc314938,-81.53,35.92
nc314962,-77.18,36.13
nc314970,-80.27,35.82
nc314996,-81.38,35.48
nc315123,-78.30,36.10
nc315177,-79.02,34.62
nc315340,-82.02,35.68
nc315356,-82.68,35.80
nc315771,-80.52,34.93
nc315830,-76.73,34.70
nc315838,-81.68,35.75
nc315890,-80.62,36.52
nc316001,-84.03,35.10
nc316108,-77.03,35.08
nc316256,-81.15,36.17
nc316805,-82.70,35.27
nc316853,-76.65,35.87
nc317069,-78.78,35.87
nc317079,-78.63,35.78
nc317202,-79.70,36.38
nc317516,-78.98,36.38
nc317615,-80.48,35.67
nc317656,-79.05,35.53
nc317845,-81.53,35.30
nc317924,-79.45,35.72
nc317994,-78.35,35.52
nc318113,-78.02,33.92
nc318292,-80.93,35.78
nc318492,-83.93,35.45
nc318500,-77.53,35.90
nc318694,-81.28,36.42
nc318744,-82.23,35.22
nc318964,-80.07,34.95
nc319123,-83.10,35.77
nc319147,-82.95,35.48
nc319357,-78.73,34.40
nc319440,-77.03,35.85
nc319457,-77.92,34.27
nc319467,-77.92,34.32
nc319476,-77.92,35.72
nc319675,-80.55,36.13
nd320382,-99.37,46.03
nd320819,-100.75,46.77
nd320941,-100.45,48.83
nd320995,-103.38,46.18
nd321225,-100.67,47.83
nd321435,-97.63,48.80
nd321456,-101.30,47.12
nd321766,-98.12,47.43
nd321871,-103.30,48.90
nd322183,-102.80,46.78
nd322188,-102.80,46.88
nd322365,-102.62,47.35
nd322525,-98.48,48.42
nd322809,-103.20,47.32
nd322859,-96.80,46.90
nd323117,-97.65,46.10
nd323217,-101.57,48.45
nd323287,-98.42,46.17
nd323376,-101.42,47.63
nd323616,-97.08,47.93
nd323621,-97.08,47.92
nd324413,-98.68,46.92
nd324418,-98.68,46.88
nd324571,-102.92,48.00
nd324646,-102.08,48.67
nd324958,-98.33,48.75
nd325479,-100.90,46.80
nd325638,-101.28,47.82
nd325710,-100.47,47.48
nd325730,-98.58,47.63
nd325754,-97.23,46.40
nd325813,-103.50,46.97
nd325988,-101.28,48.25
nd325993,-101.30,48.18
nd326015,-100.30,46.68
nd326255,-99.72,46.47
nd326315,-102.87,46.55
nd326365,-101.42,46.83
nd326947,-97.25,48.95
nd327027,-98.00,48.02
nd327311,-101.85,46.17
nd327530,-102.32,46.88
nd327704,-100.00,48.38
nd328276,-102.40,48.32
nd328737,-102.93,48.40
nd328792,-100.40,48.35
nd328840,-100.88,47.52
nd328872,-101.13,47.45
nd328913,-100.73,48.62
nd328937,-98.00,46.92
nd329246,-103.12,47.58
nd329425,-103.62,48.15
nd329445,-100.28,48.60
ne250030,-103.78,42.42
ne250050,-99.87,42.55
ne250245,-99.87,41.62
ne250365,-101.68,41.57
ne250375,-96.33,41.07
ne250420,-98.98,42.53
ne250435,-95.85,40.40
ne250640,-99.83,40.13
ne250760,-101.53,40.05
ne250865,-102.08,41.07
ne251145,-103.10,41.67
ne251200,-99.63,41.40
ne251365,-98.83,42.92
ne251415,-100.17,40.27
ne251560,-98.00,41.12
ne251575,-103.08,42.83
ne251825,-97.35,41.43
ne252000,-102.43,41.75
ne252020,-96.95,40.62
ne252065,-100.83,40.22
ne252100,-100.50,40.63
ne252145,-102.97,41.42
ne252205,-97.13,41.25
ne252741,-101.52,40.42
ne252805,-98.35,42.25
ne252820,-97.18,40.13
ne252850,-95.60,40.07
ne253050,-96.48,41.43
ne253175,-97.60,40.53
ne253185,-97.72,41.45
ne253365,-100.17,40.93
ne253395,-98.32,40.97
ne253425,-98.53,41.55
ne253595,-99.20,40.08
ne253605,-103.88,41.65
ne253615,-103.88,42.68
ne253630,-97.27,42.62
ne253660,-98.38,40.58
ne253690,-100.97,40.52
ne253735,-97.58,40.17
ne253910,-99.38,40.43
ne254110,-101.63,40.52
ne254335,-99.08,40.70
ne254440,-103.67,41.23
ne254455,-101.65,41.22
ne254795,-96.77,40.85
ne254985,-98.97,41.28
ne255090,-101.55,40.85
ne255310,-100.62,40.20
ne255388,-100.22,40.38
ne255565,-98.95,40.50
ne255810,-95.83,40.68
ne255925,-99.33,42.60
ne255995,-97.43,41.98
ne256065,-100.70,41.13
ne256075,-100.75,41.07
ne256135,-97.97,42.07
ne256167,-99.83,41.08
ne256200,-101.72,41.13
ne256255,-95.90,41.30
ne256290,-98.63,42.45
ne256375,-97.55,41.18
ne256385,-102.33,41.40
ne256570,-96.15,40.10
ne256970,-100.25,42.07
ne257040,-98.92,41.03
ne257070,-98.52,40.10
ne257665,-103.60,41.87
ne257715,-97.08,40.92
ne257830,-102.98,41.13
ne258320,-98.07,40.03
ne258395,-96.18,40.65
ne258465,-96.18,40.37
ne258480,-96.22,41.78
ne258628,-101.02,40.18
ne258755,-100.68,42.58
ne258760,-100.55,42.88
ne258915,-96.87,42.27
ne258920,-101.17,40.83
ne259200,-96.72,41.83
nh270690,-71.17,44.48
nh271683,-71.50,43.20
nh272174,-70.93,43.13
nh272999,-71.28,45.08
nh273850,-72.28,43.70
nh274399,-72.28,42.92
nh274556,-71.57,44.48
nh275211,-71.40,42.98
nh275639,-71.30,44.27
nh275712,-71.48,42.78
nh276818,-71.25,44.27
nj280311,-74.58,39.45
nj280325,-74.42,39.37
nj281335,-74.35,40.75
nj281351,-74.95,38.95
nj281582,-74.43,41.03
nj283029,-74.85,40.52
nj283951,-74.52,40.28
nj284229,-74.78,39.80
nj285581,-75.08,39.37
nj286026,-74.17,40.70
nj288644,-74.60,41.22
nm290234,-106.62,35.05
nm290245,-106.07,36.10
nm290377,-103.17,35.90
nm290417,-108.82,31.95
nm290600,-104.40,32.85
nm290640,-107.83,34.00
nm290692,-108.00,36.83
nm290992,-104.40,33.48
nm291063,-107.97,36.67
nm291138,-106.90,33.77
nm291286,-107.30,32.90
nm291469,-104.23,32.42
nm291475,-104.27,32.33
nm291480,-104.45,32.18
nm291630,-105.60,36.73
nm291647,-107.97,36.07
nm291664,-106.58,36.90
nm291813,-104.92,36.52
nm291887,-103.15,36.45
nm291910,-108.52,32.87
nm291963,-103.22,34.60
nm292030,-104.18,35.40
nm292510,-105.05,35.18
nm292608,-107.00,36.93
nm292700,-105.27,36.57
nm292785,-108.35,35.05
nm292820,-106.18,36.33
nm292837,-106.73,36.60
nm292848,-107.18,33.15
nm292854,-103.65,33.95
nm292865,-105.28,32.93
nm293060,-106.07,34.75
nm293157,-107.80,32.53
nm293488,-105.43,35.90
nm293577,-108.88,33.32
nm293649,-106.08,34.27
nm293706,-103.62,36.60
nm294009,-107.57,32.90
nm294026,-103.13,32.70
nm294346,-103.20,32.12
nm294369,-106.68,35.78
nm294426,-106.73,32.62
nm294742,-104.37,36.98
nm294856,-105.15,35.65
nm295084,-106.30,35.88
nm295273,-108.93,33.83
nm295560,-108.55,35.38
nm295617,-103.63,34.43
nm295937,-103.92,35.82
nm295960,-105.83,32.95
nm295965,-106.25,34.52
nm296619,-103.73,36.30
nm296676,-105.68,35.58
nm296687,-105.63,34.63
nm297008,-103.33,34.18
nm297226,-103.73,34.82
nm297279,-104.43,36.92
nm297323,-105.40,36.70
nm297340,-108.73,32.70
nm297638,-104.20,35.95
nm297867,-103.35,35.08
nm298387,-106.90,34.07
nm298518,-105.97,35.17
nm298713,-103.33,33.25
nm299031,-107.18,35.80
nm299156,-103.68,35.20
nm299330,-104.93,35.82
nm299686,-106.17,32.78
nm299691,-108.37,32.55
nm299806,-107.67,33.35
nm299820,-106.78,35.97
nm299851,-104.62,34.40
nm299897,-108.78,35.10
nv260438,-115.18,40.80
nv260691,-116.87,40.60
nv260795,-116.48,40.60
nv261358,-114.52,37.62
nv261485,-119.77,39.17
nv262229,-118.63,41.98
nv262243,-115.37,36.43
nv262431,-118.08,37.72
nv262573,-115.78,40.83
nv262631,-114.85,39.28
nv262708,-115.97,39.52
nv262780,-118.78,39.45
nv263114,-115.22,41.55
nv263205,-119.93,39.08
nv264436,-115.17,36.08
nv264698,-118.47,40.18
nv264700,-118.55,40.07
nv264745,-115.00,38.85
nv264935,-117.72,42.00
nv264950,-114.77,39.40
nv265168,-118.10,38.38
nv265191,-119.77,38.95
nv265818,-117.78,41.57
nv266779,-119.78,39.50
nv267123,-115.50,40.20
nv267192,-118.30,40.47
nv267369,-114.92,35.47
nv267463,-117.58,37.67
nv267620,-117.17,38.78
nv267908,-115.02,38.43
nv268170,-117.08,38.07
nv268346,-116.23,41.32
nv269171,-117.73,40.97
nv269229,-119.17,38.98
ny300042,-73.80,42.75
ny300055,-78.13,43.27
ny300063,-73.93,42.47
ny300085,-77.78,42.25
ny300093,-78.75,42.10
ny300183,-78.03,42.30
ny300331,-76.65,42.73
ny300443,-78.18,43.00
ny300448,-77.33,42.33
ny300687,-75.98,42.22
ny300785,-75.28,43.45
ny300889,-72.30,40.95
ny301012,-78.73,42.93
ny301152,-77.28,42.85
ny301185,-75.17,44.58
ny301708,-73.93,43.32
ny301752,-74.92,42.70
ny301966,-73.72,44.72
ny301974,-77.70,42.57
ny302610,-76.80,42.08
ny303025,-78.45,42.33
ny303284,-73.73,43.33
ny303294,-73.62,43.35
ny303346,-75.47,44.35
ny303773,-77.62,42.78
ny304025,-73.78,42.25
ny304102,-74.28,43.75
ny304174,-76.47,42.45
ny304555,-73.98,44.28
ny304731,-74.75,41.82
ny304808,-78.80,42.25
ny304912,-75.48,43.80
ny305134,-74.85,44.93
ny305426,-74.15,41.77
ny305597,-77.90,42.73
ny305801,-73.97,40.78
ny305803,-73.78,40.65
ny305811,-73.87,40.77
ny306085,-75.53,42.55
ny306164,-75.45,44.73
ny306314,-76.52,43.45
ny306538,-73.57,44.57
ny306774,-74.68,41.38
ny307134,-72.72,40.97
ny307167,-77.67,43.12
ny307484,-73.73,42.98
ny307799,-74.42,42.02
ny307842,-77.07,43.23
ny308248,-75.03,43.88
ny308383,-76.27,43.07
ny308600,-73.68,42.75
ny308631,-74.43,44.23
ny308962,-78.20,42.68
ny309000,-75.87,43.97
ny309005,-76.02,44.00
ny309292,-73.97,41.38
ny309389,-73.40,43.55
ny309405,-73.72,41.07
oh330058,-81.43,40.92
oh330563,-83.77,40.37
oh330862,-83.63,41.38
oh331072,-82.97,40.80
oh331197,-81.58,40.03
oh331390,-84.53,40.57
oh331404,-82.70,40.30
oh331458,-81.20,41.58
oh331541,-81.90,41.07
oh331576,-84.42,39.10
oh331592,-82.95,39.62
oh331657,-81.85,41.40
oh331783,-82.95,39.93
oh331786,-82.87,39.98
oh331890,-81.87,40.30
oh331905,-81.80,40.37
oh332067,-84.18,39.77
oh332075,-84.20,39.90
oh332098,-84.38,41.28
oh332251,-80.63,41.68
oh332485,-84.63,39.75
oh332599,-82.07,41.38
oh332786,-83.67,41.02
oh332791,-83.67,41.05
oh332928,-84.30,39.55
oh333029,-82.28,38.83
oh333375,-84.63,40.10
oh333758,-83.58,39.22
oh333780,-81.15,41.32
oh334004,-82.63,39.05
oh334189,-83.65,40.65
oh334551,-84.12,40.72
oh334865,-82.52,40.82
oh334874,-82.63,40.75
oh334942,-83.17,40.60
oh334979,-83.37,40.23
oh335041,-81.85,39.65
oh335315,-80.90,40.72
oh335438,-84.60,41.58
oh335747,-82.42,40.08
oh335857,-82.22,39.73
oh336118,-82.62,41.25
oh336389,-81.30,41.75
oh336405,-83.95,40.98
oh336465,-84.58,41.12
oh336600,-81.92,39.83
oh336781,-82.98,38.72
oh337447,-82.72,41.45
oh337693,-84.15,40.28
oh337935,-83.75,39.95
oh338025,-80.63,40.38
oh338357,-83.80,41.58
oh338534,-83.28,40.83
oh338552,-83.77,40.12
oh338609,-84.58,40.87
oh338769,-80.85,41.25
oh338822,-84.13,41.55
oh338830,-82.98,39.13
oh338951,-82.95,40.13
oh339219,-83.83,39.45
oh339312,-81.93,40.78
oh339361,-83.93,39.72
oh339406,-80.67,41.27
oh339417,-81.90,39.95
ok340179,-99.33,34.63
ok340184,-99.30,34.88
ok340224,-98.25,35.07
ok340256,-95.62,34.23
ok340548,-96.00,36.75
ok340593,-100.52,36.82
ok340755,-97.45,36.53
ok340830,-97.67,35.13
ok340908,-102.50,36.73
ok341243,-99.63,36.83
ok341750,-97.92,35.05
ok341828,-95.62,36.32
ok342318,-96.77,35.98
ok342660,-97.95,34.50
ok342912,-97.88,36.40
ok342944,-99.87,35.22
ok343304,-99.58,36.55
ok343358,-99.12,36.77
ok343407,-99.77,36.30
ok343489,-100.05,36.85
ok343497,-98.32,35.63
ok343628,-101.62,36.60
ok343740,-98.12,36.75
ok343821,-97.43,35.87
ok344001,-97.48,34.23
ok344019,-98.27,36.55
ok344055,-97.90,36.10
ok344204,-99.08,35.02
ok344298,-101.22,36.87
ok344573,-97.80,36.72
ok344861,-97.93,35.87
ok345468,-96.77,34.08
ok345509,-99.50,34.87
ok345522,-96.38,36.17
ok345563,-97.12,33.93
ok345664,-95.78,34.88
ok345779,-96.90,35.50
ok346130,-95.35,35.75
ok346139,-99.17,36.23
ok346278,-97.05,36.88
ok346661,-97.60,35.40
ok346935,-96.35,36.67
ok347012,-97.30,36.28
ok347201,-97.10,36.73
ok347390,-96.73,36.50
ok347862,-94.78,35.47
ok348042,-96.67,35.27
ok348380,-95.05,36.38
ok348501,-97.07,36.13
ok348708,-98.97,36.05
ok348992,-95.90,36.18
ok349023,-95.25,34.63
ok349278,-98.32,34.35
ok349364,-98.40,35.83
ok349404,-98.85,36.58
ok349422,-98.70,35.53
ok349629,-98.68,34.72
or350197,-120.75,44.88
or350265,-120.18,45.72
or350304,-122.72,42.22
or350328,-123.88,46.15
or350412,-117.82,44.83
or350471,-124.37,43.12
or350694,-121.32,44.07
or350897,-121.95,45.63
or351546,-121.78,43.25
or351643,-123.28,46.10
or351682,-123.90,45.22
or351765,-120.18,45.23
or351862,-123.28,44.57
or351877,-123.45,44.50
or351897,-123.07,43.78
or351902,-123.05,43.72
or351946,-122.13,42.90
or352112,-123.32,44.93
or352374,-122.97,43.78
or352406,-123.32,43.67
or352415,-118.38,43.80
or352440,-121.13,45.45
or352693,-122.32,45.27
or352709,-123.22,44.12
or352867,-123.28,44.12
or352997,-123.10,45.53
or353038,-120.20,45.00
or353356,-124.42,42.40
or353445,-123.32,42.43
or353542,-120.93,44.52
or353604,-117.12,44.88
or353692,-119.65,42.55
or353770,-122.15,45.45
or353827,-119.55,45.35
or354003,-121.52,45.68
or354291,-118.95,44.42
or354811,-122.68,44.10
or355139,-121.13,44.63
or355160,-117.02,43.97
or355162,-118.83,43.28
or355221,-121.95,44.62
or355362,-122.17,44.17
or355384,-123.20,45.20
or355429,-122.87,42.37
or355593,-118.40,45.93
or355711,-119.42,44.82
or355734,-120.72,45.48
or356073,-124.25,43.42
or356179,-117.00,43.87
or356213,-122.43,43.75
or356294,-117.02,44.02
or356334,-122.60,45.35
or356366,-123.93,45.03
or356405,-117.25,43.65
or356426,-120.55,42.70
or356546,-118.85,45.68
or356634,-118.83,45.48
or356751,-122.60,45.60
or356883,-120.88,44.32
or356907,-122.52,42.73
or357062,-121.15,44.27
or357169,-123.35,42.97
or357310,-117.63,42.83
or357500,-123.02,44.92
or357641,-123.92,45.98
or357675,-118.97,44.15
or357809,-122.65,44.88
or358029,-119.68,43.48
or358095,-122.77,44.80
or358466,-122.07,45.12
or358494,-123.85,45.48
or358536,-122.45,43.28
or358634,-122.40,45.55
or358797,-117.25,43.98
or358997,-117.53,45.57
or359316,-121.70,43.68
pa360106,-75.43,40.65
pa360865,-78.63,41.80
pa360868,-78.73,41.95
pa361354,-77.65,39.93
pa361485,-79.43,41.20
pa361705,-79.37,39.80
pa362190,-79.85,40.18
pa362470,-78.73,40.47
pa362682,-80.20,42.08
pa362942,-79.50,40.72
pa363018,-75.73,41.12
pa363028,-79.82,41.38
pa363758,-75.17,41.48
pa364214,-79.12,40.60
pa364325,-80.47,41.50
pa364432,-78.80,41.68
pa364778,-76.42,40.10
pa364896,-76.47,40.32
pa364992,-77.58,40.58
pa365390,-75.42,39.82
pa365454,-78.32,40.30
pa366233,-80.37,41.02
pa366889,-75.23,39.88
pa366993,-80.22,40.50
pa367029,-75.45,41.73
pa367229,-79.28,40.92
pa367477,-78.73,41.43
pa367782,-79.55,40.52
pa368073,-77.53,40.05
pa368184,-80.05,41.07
pa368449,-77.87,40.80
pa368469,-78.02,41.40
pa368596,-75.17,40.98
pa368873,-79.43,41.48
pa368888,-79.70,41.63
pa368905,-76.43,41.77
pa369050,-79.73,39.90
pa369298,-79.15,41.83
pa369367,-80.17,39.90
pa369728,-76.92,41.25
pa369933,-76.75,39.92
pi914229,-144.83,13.55
pi914351,-134.48,7.33
pi914375,-167.73,8.73
pi914460,-171.38,7.08
pi914690,-170.72,14.33
pi914751,-158.22,6.97
pi914851,-151.85,7.47
pi914951,-138.13,9.52
pr660061,-66.80,18.18
pr662801,-67.15,18.37
pr662934,-66.37,18.33
pr663431,-66.67,18.33
pr664193,-66.12,17.98
pr664276,-66.00,18.27
pr664702,-67.07,18.47
pr665064,-65.88,18.23
pr665097,-67.08,18.03
pr665693,-67.05,17.97
pr665807,-66.45,18.43
pr667292,-66.62,18.00
pr668306,-66.07,18.42
pr668812,-66.00,18.45
pr669521,-66.00,18.33
ri374266,-71.53,41.48
